q_id,web_list
778,"[1659,1272,1896,1607,1909]"
779,"[978,959,149,209,7]"
780,"[1733,1676,412,1263,455]"
781,"[455,1157,368,862,1113]"
782,"[677,1026,1029,1041,1202]"
783,"[868,618,412,1748,415]"
784,"[1032,1030,739,995,30]"
785,"[257,1027,334,818,496]"
786,"[886,1248,114,1676,612]"
787,"[1570,479,75,698,1785]"
788,"[114,1611,1617,1191,1113]"
789,[]
790,"[1041,1586,1025,1029,921]"
791,"[48,1910,1685,1067,1884]"
792,"[1733,455,412,1570,444]"
793,"[1321,1638,955,1198,340]"
794,"[1135,1130,1637,402,257]"
795,"[372,368,1607,89,1239]"
796,"[372,1721,333,292,1125]"
797,"[1617,1722,292,1677,718]"
798,"[618,1618,412,125,1676]"
799,"[1307,903,454,1066,463]"
800,"[1638,1694,1545,1193,1277]"
801,"[1733,412,1639,411,128]"
802,"[1042,886,1193,1037,1909]"
803,"[1612,1299,435,1574,1773]"
804,"[1861,692,382,1135,376]"
805,[698]
806,"[1050,1040,1405,1773,1610]"
807,"[440,785,1191,1120,478]"
808,"[114,1098,672,1910,274]"
809,"[434,1264,1687,358,1630]"
810,[]
811,"[1406,1112,1070,276,863]"
812,"[1733,1639,412,1011,1754]"
813,"[116,289,113,455,1032]"
814,"[510,114,1926,7,1696]"
815,"[1762,1907,1758,446,1612]"
816,"[1733,455,1917,412,444]"
817,[]
818,"[255,1771,131,1880,956]"
819,"[842,1134,324,1144,692]"
820,"[1897,1922,927,1935,290]"
821,"[1030,279,1041,1029,618]"
822,"[1924,663,478,439,1628]"
823,"[846,1726,692,1191,1601]"
824,"[1733,455,116,412,618]"
825,"[1067,1655,718,339,116]"
826,"[116,113,612,412,618]"
827,"[1071,868,1748,1807,1022]"
828,"[1816,1817,1818,1819,1820]"
829,"[128,901,106,48,739]"
830,"[1697,1050,1897,1922,1696]"
831,"[289,116,1032,455,1907]"
832,"[1040,692,1127,1129,1921]"
833,"[1639,116,114,1721,1159]"
834,"[1904,1191,1785,1489,1532]"
835,"[166,289,1746,819,922]"
836,"[206,955,969,970,972]"
837,"[1907,438,1659,1050,801]"
838,"[618,455,412,1676,612]"
839,"[1071,1558,993,868,1916]"
840,"[1026,128,1733,1014,1054]"
841,"[1615,1586,1556,1538,291]"
842,"[1055,302,153,364,340]"
843,"[1052,321,1027,433,128]"
844,"[618,414,612,416,412]"
845,"[1193,1025,1034,927,165]"
846,"[618,1676,219,1042,412]"
847,"[433,1588,927,1052,1934]"
848,"[1239,1676,868,618,1618]"
849,[]
850,"[1202,410,1263,1762,1041]"
851,"[659,381,1041,1916,1448]"
852,"[412,618,113,411,1676]"
853,"[1066,1250,1032,688,1534]"
854,"[275,280,279,633,274]"
855,"[626,1661,116,1344,1694]"
856,"[80,455,1721,858,992]"
857,"[1155,326,332,269,1170]"
858,"[612,618,114,868,116]"
859,"[1587,1599,1884,1406,1929]"
860,"[677,1064,1913,1926,722]"
861,"[411,1077,1284,396,478]"
862,"[1909,1066,921,1907,1620]"
863,"[412,612,1248,618,411]"
864,"[1040,1626,96,97,102]"
865,"[677,868,1242,1748,618]"
866,"[1762,1758,1612,1926,1070]"
867,"[29,116,1694,28,1913]"
868,[]
869,"[1921,1746,1638,819,289]"
870,"[1603,911,849,347,1011]"
871,[]
872,"[1676,112,29,1248,1675]"
873,"[890,1072,112,618,1676]"
874,"[927,1630,1043,1921,309]"
875,"[261,224,265,1075,1055]"
876,"[455,692,1134,116,1676]"
877,"[432,1656,1677,782,1312]"
878,"[412,618,612,411,1676]"
879,"[1655,46,96,97,102]"
880,"[862,381,1785,752,719]"
881,"[927,618,1733,128,412]"
882,"[1239,722,113,618,922]"
883,"[692,1726,846,693,1662]"
884,"[414,964,952,1113,890]"
885,"[290,1112,1935,1549,783]"
886,"[292,432,789,1656,1677]"
887,"[1556,1538,1907,1533,1160]"
888,"[102,335,1264,1713,1700]"
889,"[102,409,1746,496,98]"
890,"[116,135,1067,379,1731]"
891,"[412,415,868,618,612]"
892,"[1762,496,255,1758,1612]"
893,[]
894,"[655,1270,614,24,782]"
895,"[1044,1050,616,1927,1076]"
896,"[618,1694,116,29,868]"
897,"[1042,1193,116,886,1037]"
898,"[1598,1608,1889,1775,1769]"
899,"[1733,1191,411,412,128]"
900,"[255,250,997,269,223]"
901,"[959,409,624,1067,331]"
902,"[116,412,455,1001,1676]"
903,"[125,116,1254,1073,1750]"
904,"[1590,1046,1014,1592,980]"
905,"[1911,213,150,1699,211]"
906,"[113,618,412,1676,612]"
907,"[1042,886,1193,1909,1809]"
908,"[116,1694,1651,868,921]"
909,"[1694,116,868,618,1748]"
910,"[289,1746,819,1068,922]"
911,[]
912,"[1659,926,48,1903,696]"
913,"[397,902,286,1299,1050]"
914,"[455,96,97,368,862]"
915,"[618,116,868,128,113]"
916,"[96,97,98,875,102]"
917,"[290,1863,677,1935,927]"
918,"[618,1676,289,412,116]"
919,"[1166,693,697,1245,1048]"
920,"[113,409,1025,1627,1239]"
921,"[412,1733,411,113,128]"
922,"[1795,1863,98,481,1694]"
923,"[1193,1909,921,1319,165]"
924,"[785,1762,1071,1353,1616]"
925,"[1809,1047,1871,222,1919]"
926,"[1204,1680,737,729,732]"
927,"[1025,1627,1598,409,1886]"
928,"[1050,1647,1297,1897,1922]"
929,[]
930,"[927,1030,1927,1036,1910]"
931,"[386,1167,1069,1729,333]"
932,"[1193,409,1025,1034,1694]"
933,"[1248,1676,113,29,890]"
934,"[44,544,1626,900,335]"
935,"[1296,1281,1018,437,618]"
936,"[1612,89,247,551,1071]"
937,"[618,116,1733,1694,455]"
938,"[832,1344,1746,1052,1027]"
939,[]
940,"[1924,1723,663,478,1628]"
941,"[98,409,1612,113,102]"
942,"[1192,412,692,113,455]"
943,"[1017,265,1907,1113,383]"
944,"[28,1676,455,612,1603]"
945,"[1068,1067,379,978,1075]"
946,"[1618,1775,1769,1768,106]"
947,"[1894,619,796,1540,1815]"
948,"[1115,1676,1202,410,116]"
949,"[677,376,1926,1612,1762]"
950,"[333,1191,1904,819,289]"
951,"[359,386,364,260,1626]"
952,"[823,1590,1149,1198,1046]"
953,"[519,1237,1325,1250,1259]"
954,"[289,455,1424,116,496]"
955,"[19,39,1762,1926,1041]"
956,"[106,1910,1191,1921,125]"
957,"[1071,868,1748,1807,415]"
958,[]
959,"[19,39,1907,289,868]"
960,"[1533,113,1556,1529,1538]"
961,"[1921,1601,116,692,467]"
962,[]
963,"[289,1068,1032,1372,1071]"
964,"[116,1731,379,1067,135]"
965,"[636,824,333,1090,1133]"
966,"[612,1676,1248,113,414]"
967,"[1733,412,1610,618,116]"
968,"[657,648,1618,1125,1617]"
969,"[780,1771,789,100,671]"
970,"[89,247,1276,1073,551]"
971,"[1034,1900,1025,1312,1193]"
972,[]
973,"[1050,1897,1922,89,1025]"
974,"[666,633,637,642,651]"
975,"[1909,1193,921,886,421]"
976,"[927,290,1816,1817,1818]"
977,"[994,1187,1042,1148,393]"
978,"[692,1726,846,693,1662]"
979,"[990,921,1041,1027,1029]"
980,"[911,153,1630,990,1055]"
981,"[1909,1326,1340,1389,1193]"
982,"[1065,955,273,603,812]"
983,"[1042,886,1193,1909,1037]"
984,"[1676,29,1675,116,1248]"
985,"[116,1694,29,28,1193]"
986,"[29,1676,116,113,890]"
987,"[116,618,1694,28,29]"
988,"[1731,501,1067,339,1768]"
989,"[7,1915,1148,618,332]"
990,"[113,409,1676,612,1025]"
991,"[1694,116,1762,1907,1926]"
992,"[106,275,1910,1618,98]"
993,"[902,1131,1027,1299,1257]"
994,"[1304,1680,1122,325,1123]"
995,"[692,1934,265,341,1039]"
996,"[668,1247,1040,1197,102]"
997,"[321,1052,433,1027,1025]"
998,"[1032,1167,116,135,1768]"
999,"[296,1697,1654,1017,1699]"
1000,"[284,1641,1386,388,1121]"
1001,"[892,1910,1886,1673,1913]"
1002,"[388,1618,7,89,277]"
1003,"[1618,1775,1769,1768,106]"
1004,"[1042,886,1193,1037,1026]"
1005,"[455,1863,624,1915,1676]"
1006,"[18,1884,116,455,789]"
1007,"[677,376,1162,304,1102]"
1008,[]
1009,"[419,1680,1034,1050,603]"
1010,"[1025,1041,1556,433,1537]"
1011,"[333,1713,394,325,250]"
1012,"[692,846,1726,1191,390]"
1013,"[479,75,1570,1574,125]"
1014,"[1042,886,1193,1909,1049]"
1015,"[89,113,1025,409,1526]"
1016,"[128,1025,1899,1627,396]"
1017,"[481,290,927,1863,1935]"
1018,"[89,1612,454,247,1033]"
1019,"[612,412,1676,414,128]"
1020,"[116,1694,868,1907,1748]"
1021,"[455,1556,1518,1113,1538]"
1022,"[1696,1697,1926,605,1907]"
1023,"[1614,1610,190,1605,1280]"
1024,"[94,89,351,1733,481]"
1025,"[692,1726,846,693,1424]"
1026,"[54,57,58,1243,1624]"
1027,"[1909,1193,921,1025,1618]"
1028,"[1929,1906,1710,290,1592]"
1029,"[1721,108,212,136,952]"
1030,"[649,909,396,1743,694]"
1031,"[505,455,1916,116,1271]"
1032,"[510,114,1500,1191,1618]"
1033,"[1066,1534,1537,759,1255]"
1034,"[275,1924,280,279,277]"
1035,"[657,648,161,923,919]"
1036,"[1248,29,1676,116,890]"
1037,"[1694,1277,922,116,895]"
1038,"[692,1677,693,116,1726]"
1039,"[398,1619,481,787,1617]"
1040,"[964,1675,890,1700,352]"
1041,"[258,618,612,1676,412]"
1042,"[411,1283,116,1077,478]"
1043,"[1885,985,983,981,213]"
1044,"[455,116,1676,618,412]"
1045,"[101,415,613,418,416]"
1046,"[1590,1592,1929,1149,727]"
1047,"[1917,98,409,102,96]"
1048,"[102,667,1746,409,96]"
1049,"[647,837,1159,1029,1933]"
1050,"[1611,1746,166,1192,1921]"
1051,"[1676,113,29,116,890]"
1052,"[1279,365,94,1285,1690]"
1053,"[1700,1074,1240,1059,289]"
1054,"[1544,692,1516,444,1202]"
1055,"[1639,1905,1627,1921,408]"
1056,"[1488,721,1029,209,376]"
1057,"[1131,1019,796,1700,89]"
1058,"[116,289,618,868,1748]"
1059,"[116,135,1067,379,1731]"
1060,"[1424,289,1032,102,1907]"
1061,"[1590,98,410,1202,838]"
1062,"[432,1656,1824,1677,1870]"
1063,"[113,868,618,409,1927]"
1064,"[1250,688,1676,1086,1032]"
1065,"[677,1047,997,1288,483]"
1066,"[862,1762,455,1927,1758]"
1067,"[677,128,1733,368,402]"
1068,"[1928,1299,1899,272,223]"
1069,"[412,116,618,411,1676]"
1070,"[409,113,1193,265,89]"
1071,"[935,1042,1038,1899,735]"
1072,"[819,289,1068,922,1191]"
1073,"[1537,1556,1518,1040,329]"
1074,"[1892,692,328,1029,935]"
1075,"[618,455,1676,114,113]"
1076,"[55,1861,1855,789,304]"
1077,"[290,340,1775,1769,1137]"
1078,"[819,465,1073,1771,1160]"
1079,"[1019,113,65,822,1125]"
1080,"[1239,618,1694,1131,116]"
1081,"[406,407,1026,1042,1909]"
1082,[]
1083,"[113,618,412,1676,612]"
1084,"[1900,990,1053,868,1638]"
1085,"[96,97,990,124,102]"
1086,"[862,1884,1677,1890,819]"
1087,"[116,1694,339,692,1067]"
1088,"[1676,1618,1248,29,116]"
1089,"[55,1929,1592,812,223]"
1090,"[255,1574,1935,956,785]"
1091,"[288,1913,458,964,621]"
1092,"[34,303,1637,916,1250]"
1093,"[340,162,919,165,911]"
1094,"[108,1721,212,136,954]"
1095,"[886,1042,1073,1254,1037]"
1096,"[677,1915,1068,868,978]"
1097,"[862,1561,1548,1560,1556]"
1098,[]
1099,"[677,376,1561,408,377]"
1100,"[1713,335,1064,1655,1926]"
1101,"[1574,1055,1898,49,88]"
1102,"[455,1032,1894,379,89]"
1103,"[1068,1296,289,819,106]"
1104,"[1898,49,88,426,457]"
1105,"[677,376,705,1135,1142]"
1106,"[1600,1424,1032,496,106]"
1107,"[116,1694,29,28,1193]"
1108,"[1721,688,290,1906,1935]"
1109,"[618,1088,697,862,1064]"
1110,"[718,717,1241,1067,1221]"
1111,[]
1112,"[688,687,1070,1112,291]"
1113,"[1008,1123]"
1114,"[1264,1239,416,29,116]"
1115,"[1448,557,1328,115,859]"
1116,"[89,1907,1618,698,116]"
1117,"[113,409,379,1193,461]"
1118,"[1304,783,1607,1134,777]"
1119,"[692,1726,846,693,1662]"
1120,"[1612,116,1694,1907,29]"
1121,"[112,890,113,1044,291]"
1122,"[618,275,381,1733,1639]"
1123,"[1296,1036,1030,287,1041]"
1124,"[618,1676,455,113,114]"
1125,"[1828,1833,1837,290,927]"
1126,[]
1127,"[113,1587,409,1771,819]"
1128,"[1762,1612,1926,1758,1898]"
1129,"[116,1676,455,29,113]"
1130,"[1907,1671,1616,1745,289]"
1131,"[126,1196,618,412,1676]"
1132,"[990,920,971,347,921]"
1133,"[1073,1313,98,102,1628]"
1134,"[288,1047,338,80,1186]"
1135,"[330,689,110,1192,1128]"
1136,"[1614,1610,363,1636,438]"
1137,"[1026,618,1676,921,1049]"
1138,"[89,290,1901,927,870]"
1139,[]
1140,"[1537,1556,1518,1538,1626]"
1141,"[335,168,1926,1654,1141]"
1142,"[161,1909,1609,1752,921]"
1143,"[98,1746,102,1313,1201]"
1144,"[358,126,1040,1057,1713]"
1145,"[153,915,965,271,988]"
1146,"[1676,618,455,114,113]"
1147,"[339,1768,60,1889,1168]"
1148,"[1048,388,1188,1487,1110]"
1149,"[289,1032,1066,1098,1147]"
1150,"[7,618,332,368,849]"
1151,"[128,344,1022,634,1086]"
1152,"[292,291,1262,425,1904]"
1153,"[890,1696,618,112,412]"
1154,"[1190,1405,136,338,702]"
1155,"[739,1727,19,39,385]"
1156,"[990,1694,1008,116,1014]"
1157,"[1042,886,1694,1193,1049]"
1158,"[1239,116,455,1676,29]"
1159,"[116,289,1676,618,1675]"
1160,"[692,1726,846,693,1662]"
1161,"[1193,1909,1586,921,1029]"
1162,"[1926,1931,1928,445,126]"
1163,"[28,903,390,1062,935]"
1164,"[1041,1586,921,1193,1025]"
1165,"[412,618,411,1676,612]"
1166,"[250,223,997,247,1645]"
1167,"[618,412,1676,612,325]"
1168,"[1049,886,1042,259,1026]"
1169,"[677,290,927,455,1085]"
1170,[]
1171,"[860,1913,895,1618,1044]"
1172,"[1424,289,618,868,1694]"
1173,"[113,1025,409,1909,1248]"
1174,"[1924,478,663,439,1628]"
1175,"[1676,29,116,1675,1677]"
1176,[]
1177,"[689,110,703,1192,1736]"
1178,"[692,1726,846,693,1662]"
1179,"[309,402,412,1059,190]"
1180,"[1733,412,455,411,408]"
1181,"[1655,1741,259,290,1304]"
1182,"[1700,1713,1201,1040,102]"
1183,"[1792,1793,1106,1080,1099]"
1184,"[275,279,280,277,274]"
1185,"[91,1581,680,447,324]"
1186,"[1523,1041,1034,1529,1489]"
1187,"[114,1603,256,1115,1916]"
1188,"[1204,284,265,367,1020]"
1189,"[128,901,1633,1152,1151]"
1190,"[1263,1641,1202,410,1179]"
1191,"[1025,890,116,1676,165]"
1192,"[455,7,1548,1113,368]"
1193,"[1618,1775,1769,1768,106]"
1194,"[618,612,1676,1271,1027]"
1195,"[446,402,618,1196,1676]"
1196,"[1750,1572,446,70,777]"
1197,"[1899,1627,927,104,1526]"
1198,"[1085,1762,1758,1926,1612]"
1199,"[113,112,890,1042,1925]"
1200,"[1067,1768,1775,1769,339]"
1201,"[332,322,1136,1649,291]"
1202,"[692,759,89,1257,1066]"
1203,"[1676,113,116,412,612]"
1204,"[289,116,819,1890,1746]"
1205,"[1733,292,1040,412,689]"
1206,"[862,1603,1697,310,1051]"
1207,"[1488,290,1906,721,978]"
1208,"[1885,96,97,1030,1053]"
1209,"[1627,1905,89,1527,375]"
1210,"[408,1639,67,95,1921]"
1211,"[1764,1032,1894,101,89]"
1212,"[113,612,1248,1025,414]"
1213,"[956,110,366,1124,320]"
1214,"[1733,412,116,408,411]"
1215,"[952,1733,1154,862,1202]"
1216,"[677,1639,736,1011,1248]"
1217,"[1066,1603,1615,1907,1746]"
1218,"[1694,116,618,26,868]"
1219,"[886,349,108,1175,1930]"
1220,"[113,116,890,112,1676]"
1221,"[116,692,618,1726,1915]"
1222,"[1694,1907,116,1638,124]"
1223,"[1032,289,116,1746,102]"
1224,"[289,166,1921,1068,1746]"
1225,[]
1226,"[1655,339,1524,1040,1559]"
1227,"[116,618,412,1639,1733]"
1228,"[1042,1193,886,1809,1037]"
1229,"[884,48,291,1192,46]"
1230,"[455,116,692,1134,1676]"
1231,"[416,1523,109,1070,811]"
1232,"[220,1146,325,362,1786]"
1233,"[1247,1239,702,1618,1202]"
1234,"[1733,759,922,761,1608]"
1235,"[526,1044,866,1071,112]"
1236,"[116,135,1067,379,1731]"
1237,"[411,412,1676,868,618]"
1238,"[1049,1197,687,688,1516]"
1239,"[1285,1282,1192,1934,1297]"
1240,"[1924,1723,1001,1910,478]"
1241,"[919,1706,1810,1809,162]"
1242,"[1039,1022,618,359,368]"
1243,"[168,1160,1646,470,620]"
1244,"[1904,1890,1627,922,1905]"
1245,"[688,1014,1091,697,324]"
1246,"[116,289,102,98,1746]"
1247,"[1248,1676,29,113,27]"
1248,[]
1249,"[1050,1897,1922,89,1673]"
1250,"[1424,289,496,1068,1456]"
1251,"[1071,868,1748,1807,415]"
1252,"[412,618,411,868,113]"
1253,"[1924,1677,663,478,1304]"
1254,[]
1255,"[952,915,971,149,1927]"
1256,"[1033,1027,1193,321,1028]"
1257,"[213,211,212,979,980]"
1258,"[621,420,867,1616,1745]"
1259,"[1080,1269,1636,1459,433]"
1260,"[1909,1193,1574,113,956]"
1261,"[113,868,618,1676,409]"
1262,"[260,221,981,1052,985]"
1263,"[1907,89,1066,1401,1071]"
1264,"[1250,688,1086,1177,1676]"
1265,"[80,1159,859,990,874]"
1266,"[1924,275,478,280,552]"
1267,"[1921,819,289,1068,1890]"
1268,"[113,409,412,128,868]"
1269,"[618,868,1748,116,1172]"
1270,"[819,116,1043,1067,1768]"
1271,"[618,1694,868,1618,1907]"
1272,"[55,222,1060,219,68]"
1273,"[1060,285,219,635,1086]"
1274,"[1534,1556,1538,1561,1518]"
1275,"[1191,1904,1242,922,993]"
1276,"[1733,455,113,1193,609]"
1277,"[1715,414,461,26,290]"
1278,"[846,1726,1601,109,692]"
1279,"[1193,1928,1906,1178,1916]"
1280,"[433,1636,1080,1269,1104]"
1281,"[1050,89,113,1897,1922]"
1282,"[113,112,890,291,1191]"
1283,"[618,1055,1676,302,116]"
1284,"[1924,478,796,663,1894]"
1285,"[326,370,1748,1176,527]"
1286,"[921,1193,1909,1025,1040]"
1287,"[688,510,114,1364,806]"
1288,"[116,29,890,1676,1675]"
1289,"[1159,1067,1198,642,637]"
1290,"[1733,412,1639,455,444]"
1291,"[288,138,212,141,108]"
1292,"[7,990,1125,618,361]"
1293,"[796,1894,619,1771,101]"
1294,"[725,286,68,1584,646]"
1295,"[909,1109,20,1734,1285]"
1296,"[48,128,355,927,1311]"
1297,"[261,245,1055,1075,302]"
1298,"[862,1044,1050,1052,1627]"
1299,"[921,1041,1030,1042,952]"
1300,"[1071,868,1748,465,1066]"
1301,"[1204,89,1020,1680,284]"
1302,"[340,427,1038,162,55]"
1303,"[635,452,296,1300,1301]"
1304,"[360,1017,1040,388,124]"
1305,"[1587,113,819,1771,1533]"
1306,"[1358,1486,1435,1809,1863]"
1307,"[1722,688,693,1544,800]"
1308,"[1907,289,1032,1746,819]"
1309,"[819,1067,1043,379,116]"
1310,"[113,618,412,1676,612]"
1311,"[412,618,612,415,890]"
1312,"[1073,1927,964,291,1069]"
1313,"[1574,1034,1193,922,1694]"
1314,"[116,1639,618,1694,408]"
1315,"[1042,421,446,1251,1239]"
1316,"[1924,1080,1269,1636,552]"
1317,"[412,612,7,1248,618]"
1318,"[1680,1304,921,1030,911]"
1319,"[1042,886,1193,1909,537]"
1320,"[1676,455,116,618,612]"
1321,"[1733,1916,139,1695,412]"
1322,"[1807,1071,1618,1795,406]"
1323,"[618,455,1676,612,412]"
1324,"[1713,1655,1602,1064,700]"
1325,"[1733,412,408,411,866]"
1326,"[1700,462,463,465,1746]"
1327,"[1933,1041,902,1813,1814]"
1328,"[1050,1897,1922,1076,1647]"
1329,"[1733,1202,410,1695,1052]"
1330,"[1694,618,1612,868,1193]"
1331,"[889,274,927,219,223]"
1332,"[339,1067,1768,116,135]"
1333,"[113,409,1193,96,97]"
1334,"[1733,412,455,411,290]"
1335,"[1612,1762,1574,1758,1927]"
1336,"[52,618,60,1001,7]"
1337,"[654,116,637,634,651]"
1338,"[1055,143,1118,719,737]"
1339,"[341,1146,1066,660,718]"
1340,"[1050,1897,1922,89,1673]"
1341,"[43,1025,165,1627,1896]"
1342,"[396,1025,811,324,1627]"
1343,"[1042,1290,164,167,174]"
1344,"[1071,868,1748,1807,415]"
1345,"[1733,677,411,128,1077]"
1346,"[1025,1627,1899,396,89]"
1347,"[1927,1907,1069,313,862]"
1348,"[1042,1909,886,1921,1193]"
1349,"[618,116,1748,128,1064]"
1350,"[1612,1927,873,901,128]"
1351,"[455,116,1676,408,1697]"
1352,"[1910,1907,1032,210,369]"
1353,"[34,1052,539,1713,1746]"
1354,"[1907,1401,1623,1066,1563]"
1355,"[1700,462,463,465,1746]"
1356,"[618,868,1694,116,1748]"
1357,"[1907,1618,1768,1067,1775]"
1358,"[811,1909,321,1028,1124]"
1359,"[1924,1269,1636,1080,663]"
1360,"[290,1828,1833,1837,789]"
1361,"[128,866,321,1025,113]"
1362,"[4,1085,396,230,1049]"
1363,"[1618,819,89,1771,1907]"
1364,"[666,680,1112,1070,291]"
1365,"[126,1926,1894,1931,1064]"
1366,"[1627,128,326,1587,1905]"
1367,"[1733,412,125,455,1697]"
1368,"[1068,618,1676,707,394]"
1369,"[1590,1592,208,977,968]"
1370,[]
1371,"[113,618,412,1676,612]"
1372,"[419,114,116,455,1680]"
1373,"[602,1898,49,88,426]"
1374,"[320,1113,68,812,224]"
1375,"[1733,1639,128,89,717]"
1376,"[275,1906,1588,1191,279]"
1377,"[1656,1612,1531,1884,700]"
1378,"[116,1694,124,1067,868]"
1379,"[618,1132,892,1283,1054]"
1380,"[1042,886,612,1193,1676]"
1381,"[1053,1046,1488,820,719]"
1382,"[927,1762,1758,1612,1926]"
1383,"[1025,1886,89,1627,1588]"
1384,"[1118,1019,1040,124,1893]"
1385,"[1519,1520,1529,1762,1898]"
1386,"[1901,89,1547,1763,247]"
1387,"[1887,1312,1651,663,609]"
1388,"[1733,412,455,411,446]"
1389,"[1027,113,1891,1612,1762]"
1390,"[554,583,584,581,569]"
1391,"[1032,289,1907,1067,96]"
1392,"[1556,1548,1520,1518,1537]"
1393,"[1676,113,455,116,618]"
1394,"[1733,289,412,1750,1172]"
1395,"[102,1746,409,98,96]"
1396,"[455,1710,290,1526,1910]"
1397,"[454,1242,48,1043,338]"
1398,"[603,1694,116,618,1060]"
1399,"[846,1726,692,1662,693]"
1400,"[168,1048,1306,1926,1762]"
1401,"[394,344,679,707,1128]"
1402,"[1157,1758,1762,1601,455]"
1403,"[1713,868,1748,1160,843]"
1404,"[1732,1202,410,372,409]"
1405,"[1193,618,868,116,1694]"
1406,"[113,1191,862,1025,128]"
1407,"[618,412,1676,612,1248]"
1408,"[677,290,96,97,1566]"
1409,"[612,113,1676,1248,1239]"
1410,"[116,1694,868,618,1748]"
1411,"[116,135,1768,1067,379]"
1412,"[677,1654,89,1027,789]"
1413,"[688,324,1098,1067,692]"
1414,"[1191,1904,89,1733,1890]"
1415,"[1070,265,455,454,1130]"
1416,"[902,899,212,455,139]"
1417,"[1574,1909,1034,113,1193]"
1418,"[304,408,1277,1936,583]"
1419,"[116,159,937,1694,1042]"
1420,"[1913,1887,1126,1926,618]"
1421,"[109,416,1523,811,46]"
1422,"[1204,1020,736,868,1748]"
1423,"[846,1726,692,1601,1191]"
1424,"[1814,1813,1816,1817,1818]"
1425,"[1692,1700,462,463,1930]"
1426,"[1907,1618,618,670,470]"
1427,"[1694,116,868,618,1748]"
1428,"[1762,1612,1926,1758,1898]"
1429,"[1592,1828,1833,1837,1814]"
1430,"[1618,1160,788,1907,774]"
1431,"[677,288,376,927,290]"
1432,"[89,1907,1897,1922,922]"
1433,"[1676,890,116,1248,1534]"
1434,[]
1435,"[1898,49,88,426,457]"
1436,"[1712,865,863,1747,868]"
1437,"[114,470,620,113,1029]"
1438,"[412,461,309,1025,1627]"
1439,"[1612,1574,1620,1074,1927]"
1440,"[116,1193,1694,922,1639]"
1441,"[455,116,1694,1617,351]"
1442,"[611,89,618,412,414]"
1443,"[1770,1065,860,1574,1909]"
1444,"[1077,411,1284,396,478]"
1445,"[1008,1149,993,1590,1048]"
1446,"[1910,1551,1085,1612,89]"
1447,"[1088,1615,1022,291,1586]"
1448,"[1025,1925,165,1028,1160]"
1449,"[1034,1733,1028,113,412]"
1450,"[275,1607,280,279,1618]"
1451,"[455,408,1917,116,1684]"
1452,"[273,99,295,1295,996]"
1453,"[1733,412,411,455,128]"
1454,"[388,1039,891,1125,1558]"
1455,"[1042,886,1037,1909,1026]"
1456,"[464,455,1710,421,1172]"
1457,"[1144,547,1888,1104,1130]"
1458,"[412,1733,128,411,455]"
1459,"[1087,1345,498,1329,1330]"
1460,"[89,1050,1076,113,1627]"
1461,"[646,1917,365,395,86]"
1462,"[640,1219,1762,1758,1612]"
1463,"[113,1676,1248,890,868]"
1464,"[1926,1762,1775,1758,1768]"
1465,"[402,446,618,405,114]"
1466,"[926,1044,1125,1618,868]"
1467,"[1042,1694,159,937,116]"
1468,"[667,102,1746,409,98]"
1469,"[102,1746,409,96,97]"
1470,"[149,1046,720,1052,988]"
1471,"[868,1676,618,113,412]"
1472,"[692,1040,109,693,455]"
1473,"[114,116,612,1053,1676]"
1474,"[333,296,1048,114,341]"
1475,"[618,128,9,36,116]"
1476,"[398,789,671,625,1654]"
1477,"[1697,1020,1696,1549,128]"
1478,"[1627,128,454,862,455]"
1479,"[116,1067,1671,1694,1659]"
1480,"[89,113,1025,1193,409]"
1481,"[1239,868,1748,618,1193]"
1482,"[1907,89,126,1897,1922]"
1483,"[1733,677,412,455,411]"
1484,"[1926,106,442,1032,1762]"
1485,"[1017,1041,1590,1068,773]"
1486,"[780,79,398,1700,789]"
1487,"[1042,1193,886,1037,1026]"
1488,"[1924,663,478,1304,1937]"
1489,"[438,954,501,1125,1607]"
1490,"[687,1144,1134,324,711]"
1491,"[289,1098,718,717,1241]"
1492,"[1733,128,1041,412,411]"
1493,"[1733,128,43,412,455]"
1494,"[1531,102,1746,409,98]"
1495,"[997,1807,1071,385,1765]"
1496,"[618,116,868,781,1694]"
1497,"[496,718,481,1607,1808]"
1498,"[1697,1696,125,1248,432]"
1499,"[18,1904,1587,401,1608]"
1500,"[819,1191,372,670,1160]"
1501,"[1607,825,718,496,481]"
1502,"[922,1618,1558,96,97]"
1503,"[1157,455,1035,1072,368]"
1504,[]
1505,"[412,411,1239,1066,359]"
1506,"[1909,1193,1752,1326,1340]"
1507,"[1157,432,1035,857,1522]"
1508,"[371,1040,1546,863,865]"
1509,"[1042,1909,886,1043,1809]"
1510,"[1909,1752,1193,1326,1340]"
1511,"[668,1234,1733,722,53]"
1512,"[927,1034,1025,1193,1909]"
1513,"[153,1587,1692,1613,1905]"
1514,"[1046,1016,287,350,278]"
1515,"[818,1189,377,392,317]"
1516,"[1603,762,752,759,496]"
1517,"[988,199,914,141,201]"
1518,"[900,1907,127,1070,1067]"
1519,"[1611,114,1712,1040,1129]"
1520,"[1118,102,1746,98,124]"
